method,n,selected_score_mean,selected_token_likelihood_mean,real_utility_mean,real_utility_ci_lo,real_utility_ci_hi,alias_rate,physical_violation_rate,decode_consistency_error,token_real_gap,high_n_regret,oracle_gap
physical_filter,32,0.7307729094022208,0.8098614332094881,0.6204644290586722,0.6048789658240115,0.6343073167248378,0.0,0.0,0.30036921082092716,0.11030848034354868,0.31169949810449316,0.31169949810449316
physical_filter,64,0.7577940886358858,0.8358258713705415,0.6166308643222931,0.605895595674294,0.6285619805515577,0.0,0.0,0.30102009363892973,0.14116322431359274,0.34025095681682627,0.34025095681682627
rare_mode_reweighting,1,0.41254983951912344,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,0.019429627058023258,0.0,0.0
rare_mode_reweighting,2,0.5664484883045124,0.9379147593808856,0.4065960741967255,0.3463382666647818,0.45425102982305066,0.44,0.44666666666666666,0.4383935118792593,0.15985241410778694,0.1724663270118324,0.1724663270118324
rare_mode_reweighting,4,0.6456340472137512,1.0018635497073163,0.3609530055711857,0.30802117222945097,0.4215238900853265,0.5,0.5,0.442608620600252,0.28468104164256547,0.37565350101506945,0.37565350101506945
rare_mode_reweighting,8,0.6959016847008386,1.032234549272122,0.3318556053794845,0.28242400447618915,0.3888338100335869,0.5333333333333333,0.5333333333333333,0.44157610579886675,0.3640460793213541,0.5013253526352115,0.5013253526352115
rare_mode_reweighting,16,0.7468433939032106,1.0531002020566276,0.3281184268047526,0.27967045869307555,0.37027723203350166,0.5333333333333333,0.5333333333333333,0.43638415158774935,0.418724967098458,0.5712580977435138,0.5712580977435138
rare_mode_reweighting,32,0.7970495409778988,1.0897412001783298,0.3223119564417553,0.2823612080269823,0.37249231011663503,0.56,0.56,0.43979461776996637,0.4747375845361435,0.6098519707214101,0.6098519707214101
rare_mode_reweighting,64,0.8285541586293619,1.1413961921786286,0.2814984363298594,0.2388980868244346,0.31841578536017295,0.62,0.62,0.44428299999182796,0.5470557222995025,0.67538338480926,0.67538338480926
token_to_real_calibration,1,0.37907223445554744,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,-0.014047978005552741,0.0,0.0
token_to_real_calibration,2,0.5608320498052355,0.698088624223878,0.5595988795321366,0.5117819162140868,0.6052780384453925,0.16,0.18666666666666668,0.37223324608661,0.0012331702730988825,0.01946352167642129,0.01946352167642129
token_to_real_calibration,4,0.6853388808560336,0.6090675165306553,0.6930972442418205,0.661772728363886,0.7268439932504168,0.04,0.04,0.32841019326227866,-0.007758363385786948,0.04350926234443464,0.04350926234443464
token_to_real_calibration,8,0.741299270770762,0.5453323126165178,0.7643112729750619,0.7402270131517544,0.7931066525408775,0.0,0.0,0.30752672375830914,-0.023012002204299886,0.0688696850396342,0.0688696850396342
token_to_real_calibration,16,0.774149504916836,0.5165842819535725,0.7993770045226353,0.7764803979706923,0.8207277819631276,0.0,0.0,0.3040910110681465,-0.025227499605799286,0.09999952002563117,0.09999952002563117
token_to_real_calibration,32,0.8020550002231448,0.48756449026938126,0.808168207936933,0.7873392270863091,0.8247125150987756,0.0,0.0,0.30141540690167334,-0.006113207713788205,0.12399571922623231,0.12399571922623231
token_to_real_calibration,64,0.8207374279501648,0.4629991787945757,0.8185958845950099,0.8021255065035653,0.8338121266475023,0.0,0.0,0.29852864545640095,0.002141543355154929,0.13828593654410948,0.13828593654410948
combined_repair,1,0.1804216271176031,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,-0.2126985853434971,0.0,0.0
combined_repair,2,0.39485960029901107,0.7532397029944269,0.5388870198607852,0.49302308948161777,0.5816751696754742,0.18666666666666668,0.18666666666666668,0.3703088358424155,-0.14402741956177417,0.040175381347772654,0.040175381347772654
combined_repair,4,0.5183181091445199,0.6945126493243009,0.6468274600949642,0.6176308472817081,0.6715590972739116,0.04,0.04,0.32283015157888406,-0.12850935095044425,0.08977904649129098,0.08977904649129098
combined_repair,8,0.5756634578319161,0.6938747756403865,0.6559699479106085,0.6377761604233921,0.6745407546662368,0.0,0.0,0.2925099399858662,-0.0803064900786924,0.17721101010408757,0.17721101010408757
combined_repair,16,0.6077291257335256,0.7127825169441148,0.6561199774500651,0.6379423729787245,0.6746510693191747,0.0,0.0,0.28268835244706786,-0.04839085171653956,0.24325654709820133,0.24325654709820133
combined_repair,32,0.6289138487850469,0.7415168821806094,0.639899522730634,0.6236054402956482,0.6556092006738334,0.0,0.0,0.28299603427119574,-0.010985673945587138,0.2922644044325313,0.2922644044325313
combined_repair,64,0.6458874112077768,0.7552637262478382,0.629456861092911,0.6129926475552343,0.6442675846765116,0.0,0.0,0.2740602997329251,0.016430550114865827,0.32742496004620836,0.32742496004620836
oracle_real_utility,1,0.3931202124611002,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,0.0,0.0,0.0
oracle_real_utility,2,0.5790624012085579,0.7109018124953904,0.5790624012085579,0.5338135806000147,0.6245370959979251,0.16666666666666666,0.2,0.38012740394958544,0.0,0.0,0.0
oracle_real_utility,4,0.7366065065862551,0.6017078189628918,0.7366065065862551,0.706522610413275,0.7654400277478178,0.04,0.04666666666666667,0.33178894601225645,0.0,0.0,0.0
oracle_real_utility,8,0.833180958014696,0.5405585933242205,0.833180958014696,0.8143095781748849,0.8531042988191413,0.0,0.006666666666666667,0.317581740112234,0.0,0.0,0.0
oracle_real_utility,16,0.8993765245482664,0.5129033830374043,0.8993765245482664,0.886405818121928,0.9091967834673558,0.0,0.0,0.32059155676311085,0.0,0.0,0.0
oracle_real_utility,32,0.9321639271631653,0.5021278663322783,0.9321639271631653,0.923710021207229,0.9386794519285183,0.0,0.0,0.3209840495207224,0.0,0.0,0.0
oracle_real_utility,64,0.9568818211391193,0.4877210554774932,0.9568818211391193,0.9521877128663915,0.9618382128720946,0.0,0.0,0.3167437120753745,0.0,0.0,0.0
